,Areaname,STCOU,LND110210D
1495,"Tate, MS",28137,404.76
1496,"Tippah, MS",28139,457.82
1497,"Tishomingo, MS",28141,424.25
1498,"Tunica, MS",28143,454.67
1499,"Union, MS",28145,415.6
1500,"Walthall, MS",28147,403.94
1501,"Warren, MS",28149,588.5
1502,"Washington, MS",28151,724.74
1503,"Wayne, MS",28153,810.75
1504,"Webster, MS",28155,420.94
1505,"Wilkinson, MS",28157,678.11
1506,"Winston, MS",28159,607.25
1507,"Yalobusha, MS",28161,467.13
1508,"Yazoo, MS",28163,922.95
1509,MISSOURI,29000,68741.52
1510,"Adair, MO",29001,567.32
1511,"Andrew, MO",29003,432.7
1512,"Atchison, MO",29005,547.3
1513,"Audrain, MO",29007,692.24
1514,"Barry, MO",29009,778.25
1515,"Barton, MO",29011,591.92
1516,"Bates, MO",29013,836.69
1517,"Benton, MO",29015,704.06
1518,"Bollinger, MO",29017,617.91
1519,"Boone, MO",29019,685.41
1520,"Buchanan, MO",29021,408.03
1521,"Butler, MO",29023,694.67
1522,"Caldwell, MO",29025,426.39
1523,"Callaway, MO",29027,834.58
1524,"Camden, MO",29029,655.92
1525,"Cape Girardeau, MO",29031,578.54
1526,"Carroll, MO",29033,694.62
1527,"Carter, MO",29035,507.36
1528,"Cass, MO",29037,696.84
1529,"Cedar, MO",29039,474.48
1530,"Chariton, MO",29041,751.18
1531,"Christian, MO",29043,562.65
1532,"Clark, MO",29045,504.69
1533,"Clay, MO",29047,397.3
1534,"Clinton, MO",29049,418.96
1535,"Cole, MO",29051,393.75
1536,"Cooper, MO",29053,564.77
1537,"Crawford, MO",29055,742.52
1538,"Dade, MO",29057,490.01
1539,"Dallas, MO",29059,540.77
1540,"Daviess, MO",29061,563.24
1541,"DeKalb, MO",29063,421.36
1542,"Dent, MO",29065,752.79
1543,"Douglas, MO",29067,813.63
1544,"Dunklin, MO",29069,541.07
1545,"Franklin, MO",29071,922.68
1546,"Gasconade, MO",29073,517.8
1547,"Gentry, MO",29075,491.42
1548,"Greene, MO",29077,675.3
1549,"Grundy, MO",29079,435.28
1550,"Harrison, MO",29081,722.5
1551,"Henry, MO",29083,696.95
1552,"Hickory, MO",29085,399.09
1553,"Holt, MO",29087,462.69
1554,"Howard, MO",29089,463.85
1555,"Howell, MO",29091,927.25
1556,"Iron, MO",29093,550.26
1557,"Jackson, MO",29095,604.46
1558,"Jasper, MO",29097,638.49
1559,"Jefferson, MO",29099,656.63
1560,"Johnson, MO",29101,829.28
1561,"Knox, MO",29103,504.01
1562,"Laclede, MO",29105,764.72
1563,"Lafayette, MO",29107,628.43
1564,"Lawrence, MO",29109,611.74
1565,"Lewis, MO",29111,505.04
1566,"Lincoln, MO",29113,626.56
1567,"Linn, MO",29115,615.56
1568,"Livingston, MO",29117,532.33
1569,"McDonald, MO",29119,539.48
1570,"Macon, MO",29121,801.23
1571,"Madison, MO",29123,494.39
1572,"Maries, MO",29125,526.98
1573,"Marion, MO",29127,436.92
1574,"Mercer, MO",29129,453.84
1575,"Miller, MO",29131,592.6
1576,"Mississippi, MO",29133,411.58
1577,"Moniteau, MO",29135,415.03
1578,"Monroe, MO",29137,647.65
1579,"Montgomery, MO",29139,536.25
1580,"Morgan, MO",29141,597.63
1581,"New Madrid, MO",29143,674.84
1582,"Newton, MO",29145,624.77
1583,"Nodaway, MO",29147,876.96
1584,"Oregon, MO",29149,789.8
1585,"Osage, MO",29151,604.35
1586,"Ozark, MO",29153,744.97
1587,"Pemiscot, MO",29155,492.54
1588,"Perry, MO",29157,474.35
1589,"Pettis, MO",29159,682.22
1590,"Phelps, MO",29161,671.78
1591,"Pike, MO",29163,670.44
1592,"Platte, MO",29165,420.19
1593,"Polk, MO",29167,635.52
1594,"Pulaski, MO",29169,547.1
1595,"Putnam, MO",29171,517.32
1596,"Ralls, MO",29173,469.78
1597,"Randolph, MO",29175,482.68
1598,"Ray, MO",29177,568.81
1599,"Reynolds, MO",29179,808.48
1600,"Ripley, MO",29181,629.54
1601,"St. Charles, MO",29183,560.44
1602,"St. Clair, MO",29185,669.98
1603,"Ste. Genevieve, MO",29186,499.15
1604,"St. Francois, MO",29187,451.89
1605,"St. Louis, MO",29189,507.8
1606,"Saline, MO",29195,755.5
1607,"Schuyler, MO",29197,307.3
1608,"Scotland, MO",29199,436.67
1609,"Scott, MO",29201,419.99
1610,"Shannon, MO",29203,1003.82
1611,"Shelby, MO",29205,500.86
1612,"Stoddard, MO",29207,823.22
1613,"Stone, MO",29209,464.03
1614,"Sullivan, MO",29211,647.98
1615,"Taney, MO",29213,632.44
1616,"Texas, MO",29215,1177.27
1617,"Vernon, MO",29217,826.4
1618,"Warren, MO",29219,428.6
1619,"Washington, MO",29221,759.91
1620,"Wayne, MO",29223,759.18
1621,"Webster, MO",29225,592.56
1622,"Worth, MO",29227,266.61
1623,"Wright, MO",29229,681.77
1624,"St. Louis city, MO",29510,61.91
1625,MONTANA,30000,145545.8
1626,"Beaverhead, MT",30001,5541.62
1627,"Big Horn, MT",30003,4995.46
1628,"Blaine, MT",30005,4227.55
1629,"Broadwater, MT",30007,1192.54
1630,"Carbon, MT",30009,2048.79
1631,"Carter, MT",30011,3340.75
1632,"Cascade, MT",30013,2698.16
1633,"Chouteau, MT",30015,3972.49
1634,"Custer, MT",30017,3783.36
1635,"Daniels, MT",30019,1426.11
1636,"Dawson, MT",30021,2371.87
1637,"Deer Lodge, MT",30023,736.53
1638,"Fallon, MT",30025,1620.77
1639,"Fergus, MT",30027,4339.8
1640,"Flathead, MT",30029,5087.66
1641,"Gallatin, MT",30031,2602.69
1642,"Garfield, MT",30033,4675.36
1643,"Glacier, MT",30035,2995.94
1644,"Golden Valley, MT",30037,1175.34
1645,"Granite, MT",30039,1727.42
1646,"Hill, MT",30041,2898.96
1647,"Jefferson, MT",30043,1656.26
1648,"Judith Basin, MT",30045,1869.82
1649,"Lake, MT",30047,1490.15
1650,"Lewis and Clark, MT",30049,3458.83
1651,"Liberty, MT",30051,1430.05
1652,"Lincoln, MT",30053,3612.92
1653,"McCone, MT",30055,2643.17
1654,"Madison, MT",30057,3587.48
1655,"Meagher, MT",30059,2391.91
1656,"Mineral, MT",30061,1219.44
1657,"Missoula, MT",30063,2593.42
1658,"Musselshell, MT",30065,1868.16
1659,"Park, MT",30067,2803.06
1660,"Petroleum, MT",30069,1654.87
1661,"Phillips, MT",30071,5140.04
1662,"Pondera, MT",30073,1622.86
1663,"Powder River, MT",30075,3297.3
1664,"Powell, MT",30077,2326.39
1665,"Prairie, MT",30079,1736.74
1666,"Ravalli, MT",30081,2390.82
1667,"Richland, MT",30083,2084.14
1668,"Roosevelt, MT",30085,2354.79
1669,"Rosebud, MT",30087,5010.4
1670,"Sanders, MT",30089,2760.52
1671,"Sheridan, MT",30091,1677.08
1672,"Silver Bow, MT",30093,718.48
1673,"Stillwater, MT",30095,1795.35
1674,"Sweet Grass, MT",30097,1855.21
1675,"Teton, MT",30099,2272.38
1676,"Toole, MT",30101,1915.65
1677,"Treasure, MT",30103,977.4
1678,"Valley, MT",30105,4925.82
1679,"Wheatland, MT",30107,1423.2
1680,"Wibaux, MT",30109,889.27
1681,"Yellowstone, MT",30111,2633.29
1682,"Yellowstone National Park, MT",30113,0.0
1683,NEBRASKA,31000,76824.17
1684,"Adams, NE",31001,563.27
1685,"Antelope, NE",31003,857.22
1686,"Arthur, NE",31005,715.36
1687,"Banner, NE",31007,746.11
1688,"Blaine, NE",31009,710.87
1689,"Boone, NE",31011,686.55
1690,"Box Butte, NE",31013,1075.29
1691,"Boyd, NE",31015,539.94
1692,"Brown, NE",31017,1221.33
1693,"Buffalo, NE",31019,968.11
1694,"Burt, NE",31021,491.58
1695,"Butler, NE",31023,584.91
1696,"Cass, NE",31025,557.45
1697,"Cedar, NE",31027,740.31
1698,"Chase, NE",31029,894.42
1699,"Cherry, NE",31031,5960.42
1700,"Cheyenne, NE",31033,1196.29
1701,"Clay, NE",31035,572.29
1702,"Colfax, NE",31037,411.66
1703,"Cuming, NE",31039,570.62
1704,"Custer, NE",31041,2575.52
1705,"Dakota, NE",31043,264.26
1706,"Dawes, NE",31045,1396.46
1707,"Dawson, NE",31047,1013.1
1708,"Deuel, NE",31049,439.85
1709,"Dixon, NE",31051,476.23
1710,"Dodge, NE",31053,528.71
1711,"Douglas, NE",31055,328.46
1712,"Dundy, NE",31057,919.68
1713,"Fillmore, NE",31059,575.37
1714,"Franklin, NE",31061,575.82
1715,"Frontier, NE",31063,974.59
1716,"Furnas, NE",31065,719.13
1717,"Gage, NE",31067,851.49
1718,"Garden, NE",31069,1704.28
1719,"Garfield, NE",31071,569.79
1720,"Gosper, NE",31073,458.16
1721,"Grant, NE",31075,776.22
1722,"Greeley, NE",31077,569.81
1723,"Hall, NE",31079,546.29
1724,"Hamilton, NE",31081,542.88
1725,"Harlan, NE",31083,553.47
1726,"Hayes, NE",31085,713.06
1727,"Hitchcock, NE",31087,709.94
1728,"Holt, NE",31089,2412.4
1729,"Hooker, NE",31091,721.12
1730,"Howard, NE",31093,569.34
1731,"Jefferson, NE",31095,570.19
1732,"Johnson, NE",31097,376.05
1733,"Kearney, NE",31099,516.24
1734,"Keith, NE",31101,1061.6
1735,"Keya Paha, NE",31103,773.07
1736,"Kimball, NE",31105,951.85
1737,"Knox, NE",31107,1108.35
1738,"Lancaster, NE",31109,837.55
1739,"Lincoln, NE",31111,2564.07
1740,"Logan, NE",31113,570.66
1741,"Loup, NE",31115,568.29
1742,"McPherson, NE",31117,858.98
1743,"Madison, NE",31119,572.74
1744,"Merrick, NE",31121,484.88
1745,"Morrill, NE",31123,1423.84
1746,"Nance, NE",31125,441.63
1747,"Nemaha, NE",31127,407.38
1748,"Nuckolls, NE",31129,575.16
1749,"Otoe, NE",31131,615.63
1750,"Pawnee, NE",31133,431.08
1751,"Perkins, NE",31135,883.34
1752,"Phelps, NE",31137,539.79
1753,"Pierce, NE",31139,573.25
1754,"Platte, NE",31141,674.06
1755,"Polk, NE",31143,438.35
1756,"Red Willow, NE",31145,716.99
1757,"Richardson, NE",31147,551.84
1758,"Rock, NE",31149,1008.32
1759,"Saline, NE",31151,574.02
1760,"Sarpy, NE",31153,238.99
1761,"Saunders, NE",31155,750.23
1762,"Scotts Bluff, NE",31157,739.4
1763,"Seward, NE",31159,571.43
1764,"Sheridan, NE",31161,2440.86
1765,"Sherman, NE",31163,565.83
1766,"Sioux, NE",31165,2066.74
1767,"Stanton, NE",31167,427.95
1768,"Thayer, NE",31169,573.81
1769,"Thomas, NE",31171,713.24
1770,"Thurston, NE",31173,393.58
1771,"Valley, NE",31175,568.05
1772,"Washington, NE",31177,389.96
1773,"Wayne, NE",31179,442.92
1774,"Webster, NE",31181,574.91
1775,"Wheeler, NE",31183,575.18
1776,"York, NE",31185,572.51
1777,NEVADA,32000,109781.18
1778,"Churchill, NV",32001,4930.46
1779,"Clark, NV",32003,7891.43
1780,"Douglas, NV",32005,709.72
1781,"Elko, NV",32007,17169.83
1782,"Esmeralda, NV",32009,3581.88
1783,"Eureka, NV",32011,4175.68
1784,"Humboldt, NV",32013,9640.76
1785,"Lander, NV",32015,5490.11
1786,"Lincoln, NV",32017,10633.2
1787,"Lyon, NV",32019,2001.19
1788,"Mineral, NV",32021,3752.84
1789,"Nye, NV",32023,18181.92
1790,"Pershing, NV",32027,6036.56
1791,"Storey, NV",32029,262.92
1792,"Washoe, NV",32031,6302.37
1793,"White Pine, NV",32033,8875.65
1794,"Carson City city, NV",32510,144.66
1795,NEW HAMPSHIRE,33000,8952.65
1796,"Belknap, NH",33001,400.23
1797,"Carroll, NH",33003,931.06
1798,"Cheshire, NH",33005,706.66
1799,"Coos, NH",33007,1794.69
1800,"Grafton, NH",33009,1708.75
1801,"Hillsborough, NH",33011,876.14
1802,"Merrimack, NH",33013,934.12
1803,"Rockingham, NH",33015,694.72
1804,"Strafford, NH",33017,368.98
1805,"Sullivan, NH",33019,537.31
1806,NEW JERSEY,34000,7354.22
1807,"Atlantic, NJ",34001,555.7
1808,"Bergen, NJ",34003,233.01
1809,"Burlington, NJ",34005,798.58
1810,"Camden, NJ",34007,221.26
1811,"Cape May, NJ",34009,251.43
1812,"Cumberland, NJ",34011,483.7
1813,"Essex, NJ",34013,126.21
1814,"Gloucester, NJ",34015,322.01
1815,"Hudson, NJ",34017,46.19
1816,"Hunterdon, NJ",34019,427.82
1817,"Mercer, NJ",34021,224.56
1818,"Middlesex, NJ",34023,308.91
1819,"Monmouth, NJ",34025,468.79
1820,"Morris, NJ",34027,460.18
1821,"Ocean, NJ",34029,628.78
1822,"Passaic, NJ",34031,184.59
1823,"Salem, NJ",34033,331.9
1824,"Somerset, NJ",34035,301.81
1825,"Sussex, NJ",34037,519.01
1826,"Union, NJ",34039,102.86
1827,"Warren, NJ",34041,356.92
1828,NEW MEXICO,35000,121298.15
1829,"Bernalillo, NM",35001,1160.83
1830,"Catron, NM",35003,6923.69
1831,"Chaves, NM",35005,6065.28
1832,"Cibola, NM",35006,4539.48
1833,"Colfax, NM",35007,3758.06
1834,"Curry, NM",35009,1404.8
1835,"De Baca, NM",35011,2322.62
1836,"Dona Ana, NM",35013,3807.51
1837,"Eddy, NM",35015,4175.73
1838,"Grant, NM",35017,3961.63
1839,"Guadalupe, NM",35019,3030.48
1840,"Harding, NM",35021,2125.44
1841,"Hidalgo, NM",35023,3436.86
1842,"Lea, NM",35025,4390.93
1843,"Lincoln, NM",35027,4831.09
1844,"Los Alamos, NM",35028,109.17
1845,"Luna, NM",35029,2965.19
1846,"McKinley, NM",35031,5449.81
1847,"Mora, NM",35033,1931.27
1848,"Otero, NM",35035,6613.21
1849,"Quay, NM",35037,2874.35
1850,"Rio Arriba, NM",35039,5860.84
1851,"Roosevelt, NM",35041,2447.43
1852,"Sandoval, NM",35043,3710.65
1853,"San Juan, NM",35045,5513.07
1854,"San Miguel, NM",35047,4715.82
1855,"Santa Fe, NM",35049,1909.41
1856,"Sierra, NM",35051,4178.96
1857,"Socorro, NM",35053,6646.68
1858,"Taos, NM",35055,2203.11
1859,"Torrance, NM",35057,3344.85
1860,"Union, NM",35059,3823.74
1861,"Valencia, NM",35061,1066.18
1862,NEW YORK,36000,47126.4
1863,"Albany, NY",36001,522.8
1864,"Allegany, NY",36003,1029.31
1865,"Bronx, NY",36005,42.1
1866,"Broome, NY",36007,705.77
1867,"Cattaraugus, NY",36009,1308.35
1868,"Cayuga, NY",36011,691.58
1869,"Chautauqua, NY",36013,1060.23
1870,"Chemung, NY",36015,407.35
1871,"Chenango, NY",36017,893.55
1872,"Clinton, NY",36019,1037.85
1873,"Columbia, NY",36021,634.71
1874,"Cortland, NY",36023,498.76
1875,"Delaware, NY",36025,1442.44
1876,"Dutchess, NY",36027,795.63
1877,"Erie, NY",36029,1042.69
1878,"Essex, NY",36031,1794.23
1879,"Franklin, NY",36033,1629.12
1880,"Fulton, NY",36035,495.47
1881,"Genesee, NY",36037,492.94
1882,"Greene, NY",36039,647.16
1883,"Hamilton, NY",36041,1717.37
1884,"Herkimer, NY",36043,1411.47
1885,"Jefferson, NY",36045,1268.59
1886,"Kings, NY",36047,70.82
1887,"Lewis, NY",36049,1274.68
1888,"Livingston, NY",36051,631.76
1889,"Madison, NY",36053,654.84
1890,"Monroe, NY",36055,657.21
1891,"Montgomery, NY",36057,403.04
1892,"Nassau, NY",36059,284.72
1893,"New York, NY",36061,22.83
1894,"Niagara, NY",36063,522.36
1895,"Oneida, NY",36065,1212.43
1896,"Onondaga, NY",36067,778.39
1897,"Ontario, NY",36069,644.07
1898,"Orange, NY",36071,811.69
1899,"Orleans, NY",36073,391.26
1900,"Oswego, NY",36075,951.65
1901,"Otsego, NY",36077,1001.7
1902,"Putnam, NY",36079,230.31
1903,"Queens, NY",36081,108.53
1904,"Rensselaer, NY",36083,652.43
1905,"Richmond, NY",36085,58.37
1906,"Rockland, NY",36087,173.55
1907,"St. Lawrence, NY",36089,2680.38
1908,"Saratoga, NY",36091,809.98
1909,"Schenectady, NY",36093,204.52
1910,"Schoharie, NY",36095,621.82
1911,"Schuyler, NY",36097,328.33
1912,"Seneca, NY",36099,323.71
1913,"Steuben, NY",36101,1390.56
1914,"Suffolk, NY",36103,912.05
1915,"Sullivan, NY",36105,968.13
1916,"Tioga, NY",36107,518.6
1917,"Tompkins, NY",36109,474.65
1918,"Ulster, NY",36111,1124.24
1919,"Warren, NY",36113,866.95
1920,"Washington, NY",36115,831.18
1921,"Wayne, NY",36117,603.83
1922,"Westchester, NY",36119,430.5
1923,"Wyoming, NY",36121,592.75
1924,"Yates, NY",36123,338.14
1925,NORTH CAROLINA,37000,48617.91
1926,"Alamance, NC",37001,423.94
1927,"Alexander, NC",37003,259.99
1928,"Alleghany, NC",37005,235.06
1929,"Anson, NC",37007,531.45
1930,"Ashe, NC",37009,426.14
1931,"Avery, NC",37011,247.09
1932,"Beaufort, NC",37013,827.19
1933,"Bertie, NC",37015,699.27
1934,"Bladen, NC",37017,874.33
1935,"Brunswick, NC",37019,846.97
1936,"Buncombe, NC",37021,656.67
1937,"Burke, NC",37023,507.1
1938,"Cabarrus, NC",37025,361.75
1939,"Caldwell, NC",37027,471.57
1940,"Camden, NC",37029,240.56
1941,"Carteret, NC",37031,506.25
1942,"Caswell, NC",37033,424.92
1943,"Catawba, NC",37035,398.72
1944,"Chatham, NC",37037,682.19
1945,"Cherokee, NC",37039,455.43
1946,"Chowan, NC",37041,172.47
1947,"Clay, NC",37043,214.75
1948,"Cleveland, NC",37045,464.25
1949,"Columbus, NC",37047,937.29
1950,"Craven, NC",37049,708.96
1951,"Cumberland, NC",37051,652.32
1952,"Currituck, NC",37053,261.85
1953,"Dare, NC",37055,383.42
1954,"Davidson, NC",37057,552.68
1955,"Davie, NC",37059,264.11
1956,"Duplin, NC",37061,816.22
1957,"Durham, NC",37063,285.98
1958,"Edgecombe, NC",37065,505.34
1959,"Forsyth, NC",37067,408.15
1960,"Franklin, NC",37069,491.68
1961,"Gaston, NC",37071,356.03
1962,"Gates, NC",37073,340.45
1963,"Graham, NC",37075,292.08
1964,"Granville, NC",37077,531.57
1965,"Greene, NC",37079,265.93
1966,"Guilford, NC",37081,645.7
1967,"Halifax, NC",37083,724.09
1968,"Harnett, NC",37085,594.99
1969,"Haywood, NC",37087,553.69
1970,"Henderson, NC",37089,373.07
1971,"Hertford, NC",37091,353.06
1972,"Hoke, NC",37093,390.74
1973,"Hyde, NC",37095,612.7
1974,"Iredell, NC",37097,573.83
1975,"Jackson, NC",37099,490.76
1976,"Johnston, NC",37101,791.3
1977,"Jones, NC",37103,470.71
1978,"Lee, NC",37105,254.96
1979,"Lenoir, NC",37107,400.59
1980,"Lincoln, NC",37109,297.94
1981,"McDowell, NC",37111,440.61
1982,"Macon, NC",37113,515.56
1983,"Madison, NC",37115,449.57
1984,"Martin, NC",37117,461.22
1985,"Mecklenburg, NC",37119,523.84
1986,"Mitchell, NC",37121,221.43
1987,"Montgomery, NC",37123,491.76
1988,"Moore, NC",37125,697.84
1989,"Nash, NC",37127,540.41
1990,"New Hanover, NC",37129,191.53
1991,"Northampton, NC",37131,536.59
1992,"Onslow, NC",37133,762.74
1993,"Orange, NC",37135,397.96
1994,"Pamlico, NC",37137,336.54
1995,"Pasquotank, NC",37139,226.88
1996,"Pender, NC",37141,869.8
1997,"Perquimans, NC",37143,247.09
1998,"Person, NC",37145,392.32
1999,"Pitt, NC",37147,651.98
2000,"Polk, NC",37149,237.79
2001,"Randolph, NC",37151,782.52
2002,"Richmond, NC",37153,473.82
2003,"Robeson, NC",37155,949.22
2004,"Rockingham, NC",37157,565.55
2005,"Rowan, NC",37159,511.37
2006,"Rutherford, NC",37161,564.15
2007,"Sampson, NC",37163,944.74
2008,"Scotland, NC",37165,318.85
2009,"Stanly, NC",37167,395.09
2010,"Stokes, NC",37169,448.86
2011,"Surry, NC",37171,532.17
2012,"Swain, NC",37173,528.0
2013,"Transylvania, NC",37175,378.53
2014,"Tyrrell, NC",37177,389.04
2015,"Union, NC",37179,631.52
2016,"Vance, NC",37181,253.52
2017,"Wake, NC",37183,835.22
2018,"Warren, NC",37185,428.46
2019,"Washington, NC",37187,348.14
2020,"Watauga, NC",37189,312.56
2021,"Wayne, NC",37191,553.09
2022,"Wilkes, NC",37193,754.28
2023,"Wilson, NC",37195,368.17
2024,"Yadkin, NC",37197,334.83
2025,"Yancey, NC",37199,312.6
2026,NORTH DAKOTA,38000,69000.8
2027,"Adams, ND",38001,987.62
2028,"Barnes, ND",38003,1491.55
2029,"Benson, ND",38005,1388.71
2030,"Billings, ND",38007,1148.85
2031,"Bottineau, ND",38009,1668.42
2032,"Bowman, ND",38011,1161.81
2033,"Burke, ND",38013,1103.57
2034,"Burleigh, ND",38015,1632.65
2035,"Cass, ND",38017,1764.94
2036,"Cavalier, ND",38019,1488.75
2037,"Dickey, ND",38021,1131.47
2038,"Divide, ND",38023,1260.79
2039,"Dunn, ND",38025,2008.46
2040,"Eddy, ND",38027,630.17
2041,"Emmons, ND",38029,1510.44
2042,"Foster, ND",38031,635.45
2043,"Golden Valley, ND",38033,1000.79
2044,"Grand Forks, ND",38035,1436.38
2045,"Grant, ND",38037,1659.14
2046,"Griggs, ND",38039,708.82
2047,"Hettinger, ND",38041,1132.22
2048,"Kidder, ND",38043,1351.19
2049,"LaMoure, ND",38045,1145.94
2050,"Logan, ND",38047,992.82
2051,"McHenry, ND",38049,1873.95
2052,"McIntosh, ND",38051,974.73
2053,"McKenzie, ND",38053,2760.32
2054,"McLean, ND",38055,2110.88
2055,"Mercer, ND",38057,1042.96
2056,"Morton, ND",38059,1926.27
2057,"Mountrail, ND",38061,1825.3
2058,"Nelson, ND",38063,981.78
2059,"Oliver, ND",38065,722.51
2060,"Pembina, ND",38067,1118.69
2061,"Pierce, ND",38069,1018.6
2062,"Ramsey, ND",38071,1186.85
2063,"Ransom, ND",38073,862.36
2064,"Renville, ND",38075,877.05
2065,"Richland, ND",38077,1435.78
2066,"Rolette, ND",38079,903.08
2067,"Sargent, ND",38081,858.51
2068,"Sheridan, ND",38083,972.38
2069,"Sioux, ND",38085,1094.09
2070,"Slope, ND",38087,1214.92
2071,"Stark, ND",38089,1334.74
2072,"Steele, ND",38091,712.22
2073,"Stutsman, ND",38093,2221.72
2074,"Towner, ND",38095,1024.56
2075,"Traill, ND",38097,861.95
2076,"Walsh, ND",38099,1281.93
2077,"Ward, ND",38101,2013.28
2078,"Wells, ND",38103,1271.05
2079,"Williams, ND",38105,2077.4
2080,OHIO,39000,40860.69
2081,"Adams, OH",39001,583.87
2082,"Allen, OH",39003,402.5
2083,"Ashland, OH",39005,422.95
2084,"Ashtabula, OH",39007,701.93
2085,"Athens, OH",39009,503.6
2086,"Auglaize, OH",39011,401.39
2087,"Belmont, OH",39013,532.13
2088,"Brown, OH",39015,490.02
2089,"Butler, OH",39017,467.06
2090,"Carroll, OH",39019,394.61
2091,"Champaign, OH",39021,428.67
2092,"Clark, OH",39023,397.47
2093,"Clermont, OH",39025,452.1
2094,"Clinton, OH",39027,408.68
2095,"Columbiana, OH",39029,531.89
2096,"Coshocton, OH",39031,563.91
2097,"Crawford, OH",39033,401.79
2098,"Cuyahoga, OH",39035,457.19
2099,"Darke, OH",39037,598.1
2100,"Defiance, OH",39039,411.46
2101,"Delaware, OH",39041,443.1
2102,"Erie, OH",39043,251.56
2103,"Fairfield, OH",39045,504.41
2104,"Fayette, OH",39047,406.36
2105,"Franklin, OH",39049,532.19
2106,"Fulton, OH",39051,405.44
2107,"Gallia, OH",39053,466.53
2108,"Geauga, OH",39055,400.16
2109,"Greene, OH",39057,413.73
2110,"Guernsey, OH",39059,522.25
2111,"Hamilton, OH",39061,405.91
2112,"Hancock, OH",39063,531.36
2113,"Hardin, OH",39065,470.41
2114,"Harrison, OH",39067,402.34
2115,"Henry, OH",39069,416.01
2116,"Highland, OH",39071,553.08
2117,"Hocking, OH",39073,421.32
2118,"Holmes, OH",39075,422.53
2119,"Huron, OH",39077,491.5
2120,"Jackson, OH",39079,420.3
2121,"Jefferson, OH",39081,408.33
2122,"Knox, OH",39083,525.49
2123,"Lake, OH",39085,227.49
2124,"Lawrence, OH",39087,453.37
2125,"Licking, OH",39089,682.5
2126,"Logan, OH",39091,458.43
2127,"Lorain, OH",39093,491.1
2128,"Lucas, OH",39095,340.86
2129,"Madison, OH",39097,465.88
2130,"Mahoning, OH",39099,411.62
2131,"Marion, OH",39101,403.76
2132,"Medina, OH",39103,421.36
2133,"Meigs, OH",39105,430.1
2134,"Mercer, OH",39107,462.45
2135,"Miami, OH",39109,406.58
2136,"Monroe, OH",39111,455.72
2137,"Montgomery, OH",39113,461.55
2138,"Morgan, OH",39115,416.42
2139,"Morrow, OH",39117,406.08
2140,"Muskingum, OH",39119,664.58
2141,"Noble, OH",39121,398.01
2142,"Ottawa, OH",39123,254.92
2143,"Paulding, OH",39125,416.44
2144,"Perry, OH",39127,407.97
2145,"Pickaway, OH",39129,501.32
2146,"Pike, OH",39131,440.28
2147,"Portage, OH",39133,487.38
2148,"Preble, OH",39135,424.12
2149,"Putnam, OH",39137,482.52
2150,"Richland, OH",39139,495.27
2151,"Ross, OH",39141,689.19
2152,"Sandusky, OH",39143,408.45
2153,"Scioto, OH",39145,610.21
2154,"Seneca, OH",39147,551.02
2155,"Shelby, OH",39149,407.68
2156,"Stark, OH",39151,575.27
2157,"Summit, OH",39153,412.75
2158,"Trumbull, OH",39155,618.3
2159,"Tuscarawas, OH",39157,567.64
2160,"Union, OH",39159,431.73
2161,"Van Wert, OH",39161,409.16
2162,"Vinton, OH",39163,412.36
2163,"Warren, OH",39165,401.31
2164,"Washington, OH",39167,631.97
2165,"Wayne, OH",39169,554.93
2166,"Williams, OH",39171,420.97
2167,"Wood, OH",39173,617.21
2168,"Wyandot, OH",39175,406.87
2169,OKLAHOMA,40000,68594.92
2170,"Adair, OK",40001,573.48
2171,"Alfalfa, OK",40003,866.46
2172,"Atoka, OK",40005,975.52
2173,"Beaver, OK",40007,1814.67
2174,"Beckham, OK",40009,901.81
2175,"Blaine, OK",40011,928.42
2176,"Bryan, OK",40013,904.47
2177,"Caddo, OK",40015,1278.29
2178,"Canadian, OK",40017,896.63
2179,"Carter, OK",40019,822.18
2180,"Cherokee, OK",40021,749.41
2181,"Choctaw, OK",40023,770.36
2182,"Cimarron, OK",40025,1834.74
2183,"Cleveland, OK",40027,538.77
2184,"Coal, OK",40029,516.68
2185,"Comanche, OK",40031,1069.29
2186,"Cotton, OK",40033,632.65
2187,"Craig, OK",40035,761.35
2188,"Creek, OK",40037,950.14
2189,"Custer, OK",40039,988.82
2190,"Delaware, OK",40041,738.18
2191,"Dewey, OK",40043,999.48
2192,"Ellis, OK",40045,1231.52
2193,"Garfield, OK",40047,1058.47
2194,"Garvin, OK",40049,802.12
2195,"Grady, OK",40051,1100.5
2196,"Grant, OK",40053,1000.87
2197,"Greer, OK",40055,639.32
2198,"Harmon, OK",40057,537.19
2199,"Harper, OK",40059,1039.02
2200,"Haskell, OK",40061,576.52
2201,"Hughes, OK",40063,804.65
2202,"Jackson, OK",40065,802.65
2203,"Jefferson, OK",40067,758.83
2204,"Johnston, OK",40069,642.94
2205,"Kay, OK",40071,919.73
2206,"Kingfisher, OK",40073,898.16
2207,"Kiowa, OK",40075,1015.23
2208,"Latimer, OK",40077,722.08
2209,"Le Flore, OK",40079,1589.21
2210,"Lincoln, OK",40081,952.31
2211,"Logan, OK",40083,743.83
2212,"Love, OK",40085,514.0
2213,"McClain, OK",40087,570.7
2214,"McCurtain, OK",40089,1850.01
2215,"McIntosh, OK",40091,618.5
2216,"Major, OK",40093,954.99
2217,"Marshall, OK",40095,371.08
2218,"Mayes, OK",40097,655.39
